orginal_tree_names,names_to_use,status,accepted_names,SporeType,Motility,phylum,class,order,family,genus,Life_style,trophicMode,guild,simpleFunct,SporeVolume,spore_length,spore_width,SporeArea,Q_ratio,Number_of_guilds,information,X,X.1,X.2,solving
Aspergillus brasiliensis,Aspergillus brasiliensis,ACCEPTED,Aspergillus brasiliensis,Mitospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,40.85322723,4.266666667,4.266666667,14.31911752,1,1,"Aspergillus brasiliensis is a member of the black aspergilli, as are the already sequenced A. niger, A. carbonarius, and A. aculeatus. It is also being used in industry, in particular for enzyme production. The reason we feel that sequencing more of this group is relevant is that we recently obtained data highlighting the differences between these species. All black aspergilli grow well on wheat bran, a crude plant biomass, but their protein (SDS-PAGE) and enzyme activity profiles are significantly different between these species. This indicates that they apply different strategies to degrade plant biomass and detailed analysis of these differences will enable us to design better industrial processes that involve plant biomass degradation. In addition, there are also significant differences in their ability to utilise monomeric carbon sources. For instance, A. brasiliensis is the only black aspergillus species that can grow from spores on D-galactose. The availability of these additional genomes would allow identification of novel enzymes and mechanisms.",,,,Aspergillus brasiliensis_4.266666667_4.266666667
Aspergillus brunneoviolaceus,Aspergillus brunneoviolaceus,ACCEPTED,Aspergillus brunneoviolaceus,NA,,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This species was sequenced as a part of the Aspergillus whole-genus sequencing project - a project dedicated to performing whole-genome sequencing of all members of the Aspergillus genus. The Aspergilli is a ubiquitous and species-rich genus, currently containing more than 300 filamentous fungi. The genus covers a wide range of phenotypes and has a substantial economic foot print, as it includes fermenters of foodstuffs, key cell factories for production of enzymes and organic acids, plant pathogens, model organisms for cell biology, human opportunistic pathogens, producers of animal and human mycotoxins, and degraders of a wide range of organic biomass relevant for bioenergy conversion. ; Aspergillus brunneoviolaceus (MB 292838) ; A. brunneoviolaceus Batista & H. Maia was described in Anais Soc Biol Pernambuco 13: 91-93, 1955 (on page 91). This species is placed in the A. aculeatus clade (Varga et al., Stud Mycol 69: 1-17, 2011). It has been found in Brazil. The ex type isolate can produce aspergillimide, some mid-polar indoloalkaloids, neoxaline, an okaramin, pre-aurantiamine, and secalonic acid D. This species is closely related to A. fijiensis. Some isolates can produce sclerotia, including CBS 115571. This species is potential candidate for bioindustrial applications.",,,,Aspergillus brunneoviolaceus_NA_NA
Aspergillus calidoustus,Aspergillus calidoustus,ACCEPTED,Aspergillus calidoustus,Mitospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,20.8256177,3.4,3.4,9.115854683,1,1,"The genome sequence and gene models of Aspergillus calidoustus have not been determined by the JGI, but were downloaded from NCBI on Sep 16, 2016. In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into Mycocosm. Please note that this copy of the genome is not maintained by NCBI and is therefore not automatically updated.",,,,Aspergillus calidoustus_3.4_3.4
Aspergillus campestris,Aspergillus campestris,ACCEPTED,Aspergillus campestris,NA,,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This species was sequenced as a part of the Aspergillus whole-genus sequencing project - a project dedicated to performing whole-genome sequencing of all members of the Aspergillus genus. The Aspergilli is a ubiquitous and species-rich genus, currently containing more than 300 filamentous fungi. The genus covers a wide range of phenotypes and has a substantial economic foot print, as it includes fermenters of foodstuffs, key cell factories for production of enzymes and organic acids, plant pathogens, model organisms for cell biology, human opportunistic pathogens, producers of animal and human mycotoxins, and degraders of a wide range of organic biomass relevant for bioenergy conversion. ; Aspergillus campestris (MB 110495) ; A. campestris M. Chr. was described in Mycologia 74: 210-225, 1982 (on page 212). It has been found in Prairie soil in North Dakota, USA, rabbit dung, California, USA, from a mouse, Edmonton, Alta., Canada and soil in a chipmunk mound, Snowy Range, Wyoming, USA. Secondary metabolites produced include aspergilazine A, candidusins C and other candidusins, the only flavonoid known from fungi: chlorflavonin, terphenyllin and 3-hydroxyterphenyllin (Rahbæk et al., Phytochemistry 53: 581-586, 2000). Many of the secondary metabolites from A. campestris are antioxidative (Food Chem Toxicol 41: 1561-1567, 2003) or immunosuppressive (Yonezawa et al., J Org Chem 63: 5831-5837, 1998).",,,,Aspergillus campestris_NA_NA
Aspergillus candidus,Aspergillus candidus,ACCEPTED,Aspergillus candidus,Mitospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,16.16202158,3.125,3.125,7.698538247,1,1,NA ;        'Aspergillus candidus CBS 102.13 v1.0'.      ,,,,Aspergillus candidus_3.125_3.125
Aspergillus carbonarius,Aspergillus carbonarius,ACCEPTED,Aspergillus carbonarius,Mitospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,AFree living,Saprotroph,Undefined Saprotroph,Saprotroph,268.0825731,8,8,50.26548246,1,NA,"NA ;  Aspergillus carbonarius resembles A. niger in many features, and indeed the two species are very closely related.  A. carbonarius differs from A. niger most notably in the production of larger spores, although other minor morphological differences exist. The available information on its physiology indicates a broad similarity to A. niger. Recently, black aspergilli, mainly Aspergillus carbonarius and members of the Aspergillus niger aggregate, have been described as a main possible sources of ochratoxin (OTA) contamination in grapes from Argentina and Brazil, France, Italy, Spain, Portugal,  Greece and Australia as well as in dried vine fruits from different origins. Strong evidence of the contribution of A. carbonarius to the OTA contamination of wine has been also reported. Ochratoxin A is a highly harmful metabolite classified in 1993 by the International Agency for Research on Cancer (IARC, 1993) as a possible human carcinogenic toxin (group 2B). ",,,,Aspergillus carbonarius_8_8
Aspergillus chevalieri,Aspergillus chevalieri,ACCEPTED,Aspergillus chevalieri,Meiospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,41.51614692,4.854545455,3.963636364,15.18388849,1.251082251,1,NA ;        'Aspergillus chevalieri CBS 522.65 v1.0'.      ,,,,Aspergillus chevalieri_4.854545455_3.963636364
Aspergillus chevalieri,Aspergillus chevalieri,ACCEPTED,Aspergillus chevalieri,Meiospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,41.51614692,4.854545455,3.963636364,15.18388849,1.251082251,1,NA ;        'Aspergillus chevalieri CBS 522.65 v1.0'.      ,,,,Aspergillus chevalieri_4.854545455_3.963636364
Aspergillus clavatus,Aspergillus clavatus,ACCEPTED,Aspergillus clavatus,Mitospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,23.0833429,4.3125,3.1875,10.63969074,1.415178571,1,"This copy of the genome of Aspergillus clavatus was obtained from Aspergillus Comparative Database. ; In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into Mycocosm.",,,,Aspergillus clavatus_4.3125_3.1875
Aspergillus clavatus,Aspergillus clavatus,DOUBTFUL,Aspergillus clavatus,Mitospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,23.0833429,4.3125,3.1875,10.63969074,1.415178571,1,"This copy of the genome of Aspergillus clavatus was obtained from Aspergillus Comparative Database. ; In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into Mycocosm.",,,,Aspergillus clavatus_4.3125_3.1875
Aspergillus costaricaensis,Aspergillus costaricaensis,ACCEPTED,Aspergillus costaricaensis,NA,,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This species was sequenced as a part of the Aspergillus whole-genus sequencing project - a project dedicated to performing whole-genome sequencing of all members of the Aspergillus genus. The Aspergilli is a ubiquitous and species-rich genus, currently containing more than 300 filamentous fungi. The genus covers a wide range of phenotypes and has a substantial economic foot print, as it includes fermenters of foodstuffs, key cell factories for production of enzymes and organic acids, plant pathogens, model organisms for cell biology, human opportunistic pathogens, producers of animal and human mycotoxins, and degraders of a wide range of organic biomass relevant for bioenergy conversion. ; Aspergillus costaricaensis (MB 500007) ; A. costaricaensis Samson & Frisvad was described in Stud Mycol 50: 45-61, 2004 (on page 52). It has been found in soil in Gaugin Garden on Taboga Island, Costa Rica. This species is placed in the A. niger clade (Varga et al., Stud Mycol 69: 1-17, 2011). It produces aurasperone B and other naphtho-<U+03B3>-pyrones, pyranonigrin A, corymbiferan lactones, and the sclerotium associated metabolites 10,23-dihydro-24,25-dehydroalflavinine and other aflavinines. Sclerotia are produced on all media at the expense of conidial structures. This species is a potential candidate for bioindustrial applications.",,,,Aspergillus costaricaensis_NA_NA
Aspergillus cristatus,Aspergillus cristatus,ACCEPTED,Aspergillus cristatus,Meiospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,AFree living,Saprotroph,Undefined Saprotroph,Saprotroph,87.11374629,5.5,5.5,23.75829444,1,NA,"The genome sequence and gene models of Aspergillus cristatus GZAAS20.1005 have not been determined by the JGI, but were downloaded from NCBI on 5/28/2017. In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into Mycocosm. Please note that this copy of the genome is not maintained by NCBI and is therefore not automatically updated.",,,,Aspergillus cristatus_5.5_5.5
Aspergillus ellipticus,Aspergillus ellipticus,ACCEPTED,Aspergillus ellipticus,Mitospores,,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,AFree living,Saprotroph,Undefined Saprotroph,Saprotroph,167.8200616,6.583333333,6.016666667,34.00446798,1.159624413,NA,"This species was sequenced as a part of the Aspergillus whole-genus sequencing project - a project dedicated to performing whole-genome sequencing of all members of the Aspergillus genus. The Aspergilli is a ubiquitous and species-rich genus, currently containing more than 300 filamentous fungi. The genus covers a wide range of phenotypes and has a substantial economic foot print, as it includes fermenters of foodstuffs, key cell factories for production of enzymes and organic acids, plant pathogens, model organisms for cell biology, human opportunistic pathogens, producers of animal and human mycotoxins, and degraders of a wide range of organic biomass relevant for bioenergy conversion. ; Aspergillus ellipticus (MB 326628) ; A. ellipticus Raper & Fennell was described in The Genus Aspergillus 1965: 1-686 (on page 319). This species is placed in the A. heteromorphus clade (Varga et al., Stud Mycol 69: 1-17, 2011). It has been found in soil in Costa Rica. A sclerotium producing sector from this fungus was described as A. helicothrix (Al-Musallam, Antonie van Leeuwenhoek 46: 407-411, 1980), but is now considered to be a synonym of A. ellipticus (Samson et al., Stud Mycol 50: 45-61, 2007). The cup-shaped sclerotia and the coiled setae on them is a characteristic feature of this species. Sclerotium production is stimulated by raisins (Frisvad et al., PLOS ONE 9: e94857, 2014). This species is potential candidate for bioindustrial applications.",,,,Aspergillus ellipticus_6.583333333_6.016666667
